"","x"
"18940","Oooooo I'm in love with THAT classic bell sleeve knit <ed><U+00A0><U+00BD><ed><U+00B9><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> would love to win THAT!<ed><U+00A0><U+00BD><ed><U+00B8><U+0083><ed><U+00A0><U+00BD><ed><U+00B8><U+0083><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"18941","That classic bell sleeve knit! Be lovely for winter!"
"18942","Both are lovely but for me it's the bell sleeve top, the skirt looks a bit too short for me."
"18943","THAT. Bell sleeve knit! Love the shape and red is my fan colour! Thank you xx"
"18944","Oooo yes please I would love to win the floppy skirt! <U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+009B><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+009A>"
"18945","THAT classic bell sleeve knit. Would look awesome with my black, wide leg, silk trousers. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+009C>"
"18946","that for us ...Liked and Shared great prize would love to win ty for the chance ....."
"18947","I would love to win THAT classic bell sleeve knit please!"
"18948","THAT What an amazing prize! <ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0084>
Liking & sharing your fantastic comp with all my friends
Keeping everything crossed <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18949","Oh that's a tough call but if pushed I would say THAT! X"
"18950","THAT!!! X love the colour reminds me of the in between of autumn to winter x"
"18951","This flippy skirt<U+2764><U+FE0F>
Love Love Love it! 
Would Love Love Love to #WinIt!
<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"18952","THIS. Such a gorgeous flippy skirt. Fab colour too!
Oasis you are simply the best! Love all your clothing ranges. <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"18953","Belle sleeve jumper is lovely, it would be great to win"
"18954","That fabulous prize just in time for the cooler weather liked and shared"
"18955","That, perfect outfit for the school runs!"
"18956","This love it ready for back to work after the summer hols!"
"18957","THAT classic sleeve knit. I'm loving red for the autumn & this would be the perfect addition to my wardrobe!"
"18958","THIS! Love the colour and style, would be a fabulous addition to my wardrobe <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"18959","That!! Don't get my legs out very often so the bell sleeve knit with my favourite jeans would be perfect if I won it! <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"18960","I love THIS cute skirt - great transitional piece to bring in the autumn xx"
"18961","That bell sleeved knit please! Spotted it in the window yesterday and thought ""ooh I like that!"""
"18962","Loving the skirt! Thanks so much for the chance fantastic giveaway <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BC><ed><U+00BE><U+0081><U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B1><U+00AA><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"18963","THAT bell sleeve knit as I live in my jeans. Would smarten them up no end!"
"18964","THIS flippy skirt, definitely!!! Looks lovely - fingers crossed <ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"18965","It HAS to be THAT classic bell sleeve knit. No question."
"18966","That classic bell sleeve knit, and can I say I love that red!"
"18967","That knit is absolutely beautiful and would sit wonderfully with the rest of my wardrobe <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> xx"
"18968","THAT bell sleeve knit top is exactly what I've been looking for. Love it. Pretty please?!"
"18969","That classic bell sleeve knit- the colour and and style are very me!"
"18970","THIS flippy skirt because nothing says 'I can take on the world' better than a red skirt and heels! #winit"
"18971","Cute flippy skirt because I already have the shoes to match :)"
"18972","I definitely prefer THAT gorgeous jumper. Perfect for autumn <ed><U+00A0><U+00BC><ed><U+00BD><U+0082>"
"18973","That - perfect versatile top for the change in season x"
"18974","The bell sleeve knit. A snuggly red jumper for winter <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18975","<U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><U+2764>
Definitely THIS cute flippy skirt, it's just gorgeous! It's a must have for me <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
Liked and shared
<ed><U+00A0><U+00BD><ed><U+00B2><U+0099><U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"18976","THAT classic bell sleeve! Such a lovely autumn/winter piece xx"
"18977","This please ! Start a new teaching job this week - it would make a good first impression with the children !"
"18978","THAT. What a lovely top for the upcoming cooler weather!"
"18979","I love that classic bell sleeve knit top as would be nice & cool for the heat but lovely & warm for the cold weather"
"18980","THIS lovely flippy skirt, so cute and perfect for Autumn <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
"18981","Ooooh I love This flippy skirt. Great for all seasons <U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+009E><U+2744><U+FE0F>"
"18982","That - fingers crossed! I would love to treat myself to new season clothes after I've had my baby xx"
"18983","THAT  jumper would be great now the weather is getting colder!"
"18984","THAT classic bell sleeve knit is what I think my girlfriend would go for?"
"18985","Love both but THAT jumper would be perfect with jeans or a skirt in the chilly months ahead! <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"18986","That! Would be perfer for Autumn- and such a wow colour too!"
"18987","I would love both but I think THAT knit would be more practical and useful for autumn!"
"18988","THAT jumper. You don't have to think about waxing/shaving every time you want to wear it <ed><U+00A0><U+00BD><ed><U+00B9><U+0082> #WINIT"
"18989","THIS please it's lovely and need something to cheer me up"
"18990","THAT would be perfect, i have been looking for a red top! #WINIT"
"18991","That classic knit please! Will keep me warm as we go into autumn."
"18992","This, would look great now and also in autumn. Love the colour."
"18993","THIS cute flippy skirt... perfect to brighten up an autumn day <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>"
"18994","This flippy skirt would be perfect for autumn! #WINIT"
"18995","THIS flippy skirt definitely! So flattering and love the colour!"
"18996","THAT knit would be perfect to return to work next week after maternity leave please <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18997","I love <U+2764><U+FE0F> THIS cute flippy skirt (well I love the whole outfit!) Would love to WIN IT!"
"18998","That. Gorgeous. Thank you for the chance x Angelic G Spanswick"
"18999","THAT"
"19000","hardest choice so far, but i choose that bell sleeve top as winter is coming and it will be perfect with black trousers :)"
"19001","THIS cute flippy skirt. Who doesn't like that cute little skirt? And in such a vibrant red."
"19002","Love THIS Flippy skirt.   Would love to win.   Liked & Shared :-)"
"19003","THAT bell sleeve knit, perfect transitional piece in an on trend shade <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19004","THAT flippy jumper would be great as we hit autumn/winter. So cute!"
"19005","That"
"19006","That liked shared thanks for the chance xx Linda Will Keal"
"19007","That knit! Amazing colour to add to cheer me up after a summer of boring maternity clothing!"
"19008","#WIN #OASIS #STYLING #RED #KNIT #LOVE #BELLSLEEVE #THAT 

THAT BELL KNIT SLEEVE :0 I love to dress this up with my leather coated denim :) Oasis always have AMAZING style and get everything PERFECT ;) This is THE MOST WANTED autumn piece. 

PLEASE PICK ME
PRETTY PLEASE"
"19009","Ooh THAT. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19010","Most Definitely That.... LOVE IT"
"19011","Flippy skirt is a must!!!!! X"
"19012","Love THIS"
"19013","This <3 Very feminine <3 Margaret Samson"
"19014","This! And what a stunning colour x"
"19015","That is perfect <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"19016","That please be perfect at work or out shopping"
"19017","THAT............please.

Thanks for the chance <U+2764><U+FE0F>"
"19018","That is so cool <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>"
"19019","Look 2"
"19020","That<ed><U+00A0><U+00BC><ed><U+00BD><U+00AD><ed><U+00A0><U+00BC><ed><U+00BD><U+00AD><ed><U+00A0><U+00BC><ed><U+00BD><U+00AD><ed><U+00A0><U+00BC><ed><U+00BD><U+00AD>"
"19021","THAT classic bell sleeve knit!! I need it in my life <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>"
"19022","This please!"
"19023","That 
Perfect for A/W"
"19024","This please love the skirt"
"19025","THAT, the classic bell sleeve knit. :-)"
"19026","THAT it's sooo nice xx"
"19027","THAT -  classic bell sleeve knit <3"
"19028","THIS skirt is gorgeous would love to win this <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> x"
"19029","I prefer That."
"19030","This cute flippy skirt liked shared  very nice Tina York"
"19031","Love THAT Bell Sleeved Knit"
"19032","THAT please <U+2764><U+FE0F>"
"19033","Love them both but for me it's THAT classic bell sleeve knit <U+2764><U+FE0F><U+2764><U+FE0F>"
"19034","THAT bell sleeve know,perfect for the Autumn x"
"19035","That x classic cardigan perfect for lots of outfits x"
"19036","Never won"
"19037","That for sure pleeeease!!! #WINIT <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"19038","THAt classic bell sleeve knit,#WINIT #oasisfashion <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"19039","I prefer THAT classic bell sleeve knit!"
"19040","The skirt outfit..."
"19041","That :)"
"19042","THIS :)"
"19043","THIS skirt would be lovely to win please xxx"
"19044","THAT please <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>
Fabulous top <ed><U+00A0><U+00BD><ed><U+00B2><U+009F>"
"19045","THIS cute flippy skirt, please! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Liked & shared - thank you."
"19046","THAT bell sleeve knit would be perfect for work!!"
"19047","That............fingers crossed and thanks x"
"19048","That is fab!"
"19049","THIS cute skirt! :) xx"
"19050","THAT THAT THAT stunning!"
"19051","Love THAT<U+2764><U+FE0F>"
"19052","That  - Fab prize! Liked and shared!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19053","Love THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"19054","This!! For sure! Love that skirt!"
"19055","THAT please"
"19056","THAT it's lovely"
"19057","That please! Love <U+2764><U+FE0F> red x"
"19058","That! The bell sleeve knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"19059","THAT,liked and shared."
"19060","THAT classic bell sleeve knit"
"19061","That xxxx"
"19062","That! Red is sooo pretty <U+2764><U+FE0F>"
"19063","This is my favourite"
"19064","THAT classic bell sleeve knit please"
"19065","THAT classic bell sleeve knit please"
"19066","That x"
"19067","This beautiful"
"19068","THAT :)
Thanks so much for the chance 
xx"
"19069","THAT Jumper for the autumn!"
"19070","THAT <3"
"19071","That :)"
"19072","That... Bell sleeved top! and the colour is <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"19073","This skirt is fab perfect for the Autumn <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"19074","This - super cute!!!"
"19075","THAT please x"
"19076","That! Bell sleeve knit xx"
"19077","THIS cute skirt"
"19078","THIS it's a lovely skirt"
"19079","THAT classic bell sleeve knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19080","Would love that it is fab<ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"19081","That <U+2764><U+FE0F>"
"19082","THAT <U+2764><U+FE0F>"
"19083","That knit please xo"
"19084","THAT
would be fabulous thanks <U+263A><U+FE0F>"
"19085","THAT  perfect for Autumnal day and night"
"19086","THIS - Thank you for the chance"
"19087","THAT top for me please, gorgeous too in a gorgeous colour <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"19088","THIS cute flippy skirt !!!!! LOVE!"
"19089","This <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"19090","THAT!<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19091","THAT x"
"19092","That knit"
"19093","This is lovely!"
"19094","THAT! x"
"19095","That please x 
Liked n shared"
"19096","THAT :D :D"
"19097","this this this! xxx"
"19098","This! Just my style!"
"19099","THAT is perfect for the cooler weather x"
"19100","THAT  #winit"
"19101","THAT top. It would be nice for work."
"19102","This stylish flappy skirt <ed><U+00A0><U+00BE><ed><U+00B4><U+0093>"
"19103","Classic bell sleeve lovely for winter"
"19104","That top is lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19105","THIS please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19106","That is so me!"
"19107","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19108","That classic bell sleeve knit is lovely"
"19109","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19110","This love it <U+2764><U+FE0F>"
"19111","This skirt"
"19112","This I just love that skirt"
"19113","THIS Flippo red skirt!<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+2764><U+FE0F><U+2764><U+FE0F>"
"19114","THAT! What a beautiful colour #winit"
"19115","This flippy skirt"
"19116","That classic bell sleeve knit please!"
"19117","Definitely that <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19118","Love THAT bell sleeved top. Love the colour and fit <3"
"19119","This cute flippy skirt"
"19120","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19121","THIS cute flippy skirt. ..love it <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19122","Love the classic bell sleeve knit - that is gorgeous"
"19123","THAT bell sleeve knit is lovely xx"
"19124","THAT classic bell sleeve knot is fab for the Autumn"
"19125","THIS flippy skirt please <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"19126","That!"
"19127","Flippy skirt :)"
"19128","That !"
"19129","THAT knit"
"19130","That jumper looks so fab xx"
"19131","That beautiful knit <U+2764><U+FE0F>"
"19132","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"19133","Love the bell sleeve knit <ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"19134","THAT classic bell sleeve knit <U+2764><U+FE0F><U+FE0F>"
"19135","That! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19136","THAT bell sleeve knit! Perfect for autumn!!"
"19137","THAT is gorgeous :)"
"19138","THAT classic bell sleeve knit  <3"
"19139","Oo THIS flippy skirt because I have zero skirts!"
"19140","That knit"
"19141","That knit"
"19142","This xx"
"19143","I absolutely love THAT <3"
"19144","The skirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19145","THAT is lovely"
"19146","THIS flippy skirt <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B9><U+008B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B8><U+0098> WIN IT <ed><U+00A0><U+00BC><ed><U+00BC><U+009F><ed><U+00A0><U+00BC><ed><U+00BC><U+009F>"
"19147","That bell sleeve knit please<ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"19148","That .. fingers crossed"
"19149","Oh I love the skirt x"
"19150","This <U+2665> Love this skirt so cute"
"19151","THIS floppy skirt
Beautiful"
"19152","Love the skirt!"
"19153","This <ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"19154","This <U+2764><U+FE0F>"
"19155","THAT classic bell sleeve knit!"
"19156","Love that love the colour fingers crossed"
"19157","THAT knit is lovely and in my favourite colour too"
"19158","The top is beautiful ... Oh and I LOVE the bag <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"19159","Oh definitely red skirt <U+2764><U+FE0F>"
"19160","THIS <U+2764><U+FE0F>"
"19161","This skirt! Beautiful x"
"19162","this skirt please :)"
"19163","Love <U+2764><U+FE0F> This"
"19164","Loving THAT"
"19165","This <U+2764><U+FE0F>"
"19166","This flippy skirt 
Liked and shared 
<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19167","This with a Christmas coat xx"
"19168","Cute flippy skirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764><U+FE0F>"
"19169","THAT classic bell sleeve knit"
"19170","I love the bell sleeve knit...would love it...<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"19171","'That' Classic Bell Sleeved Knit <U+2661>"
"19172","THIS!"
"19173","Um tough one .... I think THAT though <ed><U+00A0><U+00BD><ed><U+00B8><U+009A>"
"19174","THIS!!"
"19175","The red skirt just adore pleat skirt with animal print"
"19176","THAT shirt XD"
"19177","I always like this more xxx"
"19178","'That' is fab <U+2764><U+FE0F>"
"19179","That for me!  Lovely! Dx"
"19180","This. So excited for fall. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19181","That! Lovely top! <ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"19182","That classic bell sleeve knit"
"19183","THAT please :)"
"19184","This flippy skirt . X"
"19185","Ooh love both"
"19186","THAT!<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BD><ed><U+00B2><U+009B>"
"19187","That!"
"19188","Love love love the skirt!!"
"19189","THAT <U+2764><U+FE0F>"
"19190","That!"
"19191","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097> bell sleeved top is gorgeous X <ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"19192","This flippy skirt...red is my favourite colour <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"19193","The sweater for sure!"
"19194","That is fab"
"19195","#that"
"19196","THAT classic bell sleeve knit"
"19197","That <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> Cosy for autumn <ed><U+00A0><U+00BC><ed><U+00BD><U+0082>"
